
    self.response = getattr(self.session, method)(uri, headers=headers, data=data, **kwargs)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kali/Desktop/business/trading bot/bot/.vvv/lib/python3.12/site-packages/requests/sessions.py", line 602, in get
    return self.request("GET", url, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kali/Desktop/business/trading bot/bot/.vvv/lib/python3.12/site-packages/requests/sessions.py", line 589, in request
    resp = self.send(prep, **send_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kali/Desktop/business/trading bot/bot/.vvv/lib/python3.12/site-packages/requests/sessions.py", line 703, in send
    r = adapter.send(request, **kwargs)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kali/Desktop/business/trading bot/bot/.vvv/lib/python3.12/site-packages/requests/adapters.py", line 659, in send
    raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))

[2026-02-25 08:57:27.710]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:57:28.004]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:57:28.006]	[main.py - <module>():91]		BTCUSDT — price=65045.5700, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:57:28.007]	[logic.py - should_long_dca():181]		[DCA] drop=1.91% level=0 (was 0) -> no new level
[2026-02-25 08:57:28.007]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:57:28.279]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:57:28.280]	[main.py - <module>():91]		ETHUSDT — price=1893.0100, 24h_high=1944.8600, atr=3.503397
[2026-02-25 08:57:28.280]	[logic.py - should_long_dca():181]		[DCA] drop=2.67% level=1 (was 0) -> NEW LEVEL spend=$2.67
[2026-02-25 08:57:28.281]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1851% vs required 0.3000%
[2026-02-25 08:57:28.281]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:57:28.650]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:57:28.651]	[main.py - <module>():91]		SOLUSDT — price=82.1700, 24h_high=82.9900, atr=0.213587
[2026-02-25 08:57:28.651]	[logic.py - should_long_dca():181]		[DCA] drop=0.99% level=0 (was 0) -> no new level
[2026-02-25 08:57:28.651]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:57:38.657]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:57:38.938]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:57:38.939]	[main.py - <module>():91]		BTCUSDT — price=65030.1600, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:57:38.939]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 08:57:38.940]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:57:39.200]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:57:39.201]	[main.py - <module>():91]		ETHUSDT — price=1892.5200, 24h_high=1944.8600, atr=3.503397
[2026-02-25 08:57:39.201]	[logic.py - should_long_dca():181]		[DCA] drop=2.69% level=1 (was 0) -> NEW LEVEL spend=$2.69
[2026-02-25 08:57:39.201]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1851% vs required 0.3000%
[2026-02-25 08:57:39.201]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:57:39.460]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:57:39.461]	[main.py - <module>():91]		SOLUSDT — price=82.1500, 24h_high=82.9900, atr=0.213587
[2026-02-25 08:57:39.462]	[logic.py - should_long_dca():181]		[DCA] drop=1.01% level=0 (was 0) -> no new level
[2026-02-25 08:57:39.462]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:57:49.467]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:57:49.730]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:57:49.730]	[main.py - <module>():91]		BTCUSDT — price=65017.4100, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:57:49.731]	[logic.py - should_long_dca():181]		[DCA] drop=1.95% level=0 (was 0) -> no new level
[2026-02-25 08:57:49.731]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:57:50.009]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:57:50.010]	[main.py - <module>():91]		ETHUSDT — price=1892.2800, 24h_high=1944.8600, atr=3.503397
[2026-02-25 08:57:50.011]	[logic.py - should_long_dca():181]		[DCA] drop=2.70% level=1 (was 0) -> NEW LEVEL spend=$2.70
[2026-02-25 08:57:50.011]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1851% vs required 0.3000%
[2026-02-25 08:57:50.011]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:57:50.312]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:57:50.314]	[main.py - <module>():91]		SOLUSDT — price=82.1200, 24h_high=82.9900, atr=0.213587
[2026-02-25 08:57:50.314]	[logic.py - should_long_dca():181]		[DCA] drop=1.05% level=0 (was 0) -> no new level
[2026-02-25 08:57:50.314]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:58:00.320]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:58:00.839]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:00.842]	[main.py - <module>():91]		BTCUSDT — price=65036.6000, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:58:00.843]	[logic.py - should_long_dca():181]		[DCA] drop=1.92% level=0 (was 0) -> no new level
[2026-02-25 08:58:00.843]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:58:01.141]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:01.142]	[main.py - <module>():91]		ETHUSDT — price=1893.9300, 24h_high=1944.8600, atr=3.569111
[2026-02-25 08:58:01.142]	[logic.py - should_long_dca():181]		[DCA] drop=2.62% level=1 (was 0) -> NEW LEVEL spend=$2.62
[2026-02-25 08:58:01.142]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1885% vs required 0.3000%
[2026-02-25 08:58:01.142]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:58:01.425]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:01.426]	[main.py - <module>():91]		SOLUSDT — price=82.1900, 24h_high=82.9900, atr=0.214301
[2026-02-25 08:58:01.427]	[logic.py - should_long_dca():181]		[DCA] drop=0.96% level=0 (was 0) -> no new level
[2026-02-25 08:58:01.427]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:58:11.428]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:58:11.716]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:11.718]	[main.py - <module>():91]		BTCUSDT — price=65026.0000, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:58:11.718]	[logic.py - should_long_dca():181]		[DCA] drop=1.94% level=0 (was 0) -> no new level
[2026-02-25 08:58:11.718]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:58:11.991]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:11.993]	[main.py - <module>():91]		ETHUSDT — price=1893.9200, 24h_high=1944.8600, atr=3.569111
[2026-02-25 08:58:11.994]	[logic.py - should_long_dca():181]		[DCA] drop=2.62% level=1 (was 0) -> NEW LEVEL spend=$2.62
[2026-02-25 08:58:11.994]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1885% vs required 0.3000%
[2026-02-25 08:58:11.994]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:58:12.278]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:12.280]	[main.py - <module>():91]		SOLUSDT — price=82.1900, 24h_high=82.9900, atr=0.215016
[2026-02-25 08:58:12.280]	[logic.py - should_long_dca():181]		[DCA] drop=0.96% level=0 (was 0) -> no new level
[2026-02-25 08:58:12.280]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:58:22.286]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:58:22.561]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:22.562]	[main.py - <module>():91]		BTCUSDT — price=65026.0000, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:58:22.563]	[logic.py - should_long_dca():181]		[DCA] drop=1.94% level=0 (was 0) -> no new level
[2026-02-25 08:58:22.563]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:58:22.836]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:22.836]	[main.py - <module>():91]		ETHUSDT — price=1893.9300, 24h_high=1944.8600, atr=3.569111
[2026-02-25 08:58:22.837]	[logic.py - should_long_dca():181]		[DCA] drop=2.62% level=1 (was 0) -> NEW LEVEL spend=$2.62
[2026-02-25 08:58:22.837]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1885% vs required 0.3000%
[2026-02-25 08:58:22.838]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:58:23.164]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:23.164]	[main.py - <module>():91]		SOLUSDT — price=82.1900, 24h_high=82.9900, atr=0.215016
[2026-02-25 08:58:23.165]	[logic.py - should_long_dca():181]		[DCA] drop=0.96% level=0 (was 0) -> no new level
[2026-02-25 08:58:23.165]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:58:33.171]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:58:33.444]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:33.446]	[main.py - <module>():91]		BTCUSDT — price=65033.5900, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:58:33.446]	[logic.py - should_long_dca():181]		[DCA] drop=1.92% level=0 (was 0) -> no new level
[2026-02-25 08:58:33.447]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:58:33.742]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:33.743]	[main.py - <module>():91]		ETHUSDT — price=1894.1800, 24h_high=1944.8600, atr=3.601969
[2026-02-25 08:58:33.744]	[logic.py - should_long_dca():181]		[DCA] drop=2.61% level=1 (was 0) -> NEW LEVEL spend=$2.61
[2026-02-25 08:58:33.744]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1902% vs required 0.3000%
[2026-02-25 08:58:33.744]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:58:34.039]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:34.039]	[main.py - <module>():91]		SOLUSDT — price=82.2100, 24h_high=82.9900, atr=0.215730
[2026-02-25 08:58:34.040]	[logic.py - should_long_dca():181]		[DCA] drop=0.94% level=0 (was 0) -> no new level
[2026-02-25 08:58:34.040]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:58:44.046]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:58:44.383]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:44.384]	[main.py - <module>():91]		BTCUSDT — price=65025.3100, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:58:44.385]	[logic.py - should_long_dca():181]		[DCA] drop=1.94% level=0 (was 0) -> no new level
[2026-02-25 08:58:44.385]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:58:44.669]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:44.670]	[main.py - <module>():91]		ETHUSDT — price=1893.5600, 24h_high=1944.8600, atr=3.601969
[2026-02-25 08:58:44.670]	[logic.py - should_long_dca():181]		[DCA] drop=2.64% level=1 (was 0) -> NEW LEVEL spend=$2.64
[2026-02-25 08:58:44.670]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1902% vs required 0.3000%
[2026-02-25 08:58:44.671]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:58:44.938]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:44.938]	[main.py - <module>():91]		SOLUSDT — price=82.1800, 24h_high=82.9900, atr=0.215730
[2026-02-25 08:58:44.938]	[logic.py - should_long_dca():181]		[DCA] drop=0.98% level=0 (was 0) -> no new level
[2026-02-25 08:58:44.939]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:58:54.945]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:58:55.220]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:55.221]	[main.py - <module>():91]		BTCUSDT — price=65016.7100, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:58:55.222]	[logic.py - should_long_dca():181]		[DCA] drop=1.95% level=0 (was 0) -> no new level
[2026-02-25 08:58:55.222]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:58:55.502]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:55.503]	[main.py - <module>():91]		ETHUSDT — price=1893.3900, 24h_high=1944.8600, atr=3.601969
[2026-02-25 08:58:55.504]	[logic.py - should_long_dca():181]		[DCA] drop=2.65% level=1 (was 0) -> NEW LEVEL spend=$2.65
[2026-02-25 08:58:55.504]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1902% vs required 0.3000%
[2026-02-25 08:58:55.504]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:58:55.772]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:58:55.773]	[main.py - <module>():91]		SOLUSDT — price=82.1800, 24h_high=82.9900, atr=0.215730
[2026-02-25 08:58:55.773]	[logic.py - should_long_dca():181]		[DCA] drop=0.98% level=0 (was 0) -> no new level
[2026-02-25 08:58:55.774]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:59:05.779]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:59:06.051]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:06.053]	[main.py - <module>():91]		BTCUSDT — price=65022.1300, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:59:06.053]	[logic.py - should_long_dca():181]		[DCA] drop=1.94% level=0 (was 0) -> no new level
[2026-02-25 08:59:06.054]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:59:06.409]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:06.410]	[main.py - <module>():91]		ETHUSDT — price=1893.2500, 24h_high=1944.8600, atr=3.601969
[2026-02-25 08:59:06.411]	[logic.py - should_long_dca():181]		[DCA] drop=2.65% level=1 (was 0) -> NEW LEVEL spend=$2.65
[2026-02-25 08:59:06.411]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1903% vs required 0.3000%
[2026-02-25 08:59:06.411]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:59:06.685]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:06.685]	[main.py - <module>():91]		SOLUSDT — price=82.1600, 24h_high=82.9900, atr=0.215730
[2026-02-25 08:59:06.686]	[logic.py - should_long_dca():181]		[DCA] drop=1.00% level=0 (was 0) -> no new level
[2026-02-25 08:59:06.686]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:59:16.691]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:59:16.951]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:16.953]	[main.py - <module>():91]		BTCUSDT — price=65031.8100, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:59:16.953]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 08:59:16.954]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:59:17.262]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:17.263]	[main.py - <module>():91]		ETHUSDT — price=1893.3800, 24h_high=1944.8600, atr=3.601969
[2026-02-25 08:59:17.263]	[logic.py - should_long_dca():181]		[DCA] drop=2.65% level=1 (was 0) -> NEW LEVEL spend=$2.65
[2026-02-25 08:59:17.264]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1902% vs required 0.3000%
[2026-02-25 08:59:17.264]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:59:17.542]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:17.543]	[main.py - <module>():91]		SOLUSDT — price=82.1800, 24h_high=82.9900, atr=0.215730
[2026-02-25 08:59:17.543]	[logic.py - should_long_dca():181]		[DCA] drop=0.98% level=0 (was 0) -> no new level
[2026-02-25 08:59:17.543]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:59:27.544]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:59:27.803]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:27.804]	[main.py - <module>():91]		BTCUSDT — price=65030.9900, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:59:27.804]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 08:59:27.804]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:59:28.088]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:28.088]	[main.py - <module>():91]		ETHUSDT — price=1893.3700, 24h_high=1944.8600, atr=3.601969
[2026-02-25 08:59:28.089]	[logic.py - should_long_dca():181]		[DCA] drop=2.65% level=1 (was 0) -> NEW LEVEL spend=$2.65
[2026-02-25 08:59:28.089]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1902% vs required 0.3000%
[2026-02-25 08:59:28.089]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:59:28.410]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:28.411]	[main.py - <module>():91]		SOLUSDT — price=82.1800, 24h_high=82.9900, atr=0.215730
[2026-02-25 08:59:28.412]	[logic.py - should_long_dca():181]		[DCA] drop=0.98% level=0 (was 0) -> no new level
[2026-02-25 08:59:28.412]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:59:38.418]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:59:38.691]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:38.693]	[main.py - <module>():91]		BTCUSDT — price=65033.5900, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:59:38.693]	[logic.py - should_long_dca():181]		[DCA] drop=1.92% level=0 (was 0) -> no new level
[2026-02-25 08:59:38.694]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:59:38.955]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:38.957]	[main.py - <module>():91]		ETHUSDT — price=1893.3100, 24h_high=1944.8600, atr=3.601969
[2026-02-25 08:59:38.957]	[logic.py - should_long_dca():181]		[DCA] drop=2.65% level=1 (was 0) -> NEW LEVEL spend=$2.65
[2026-02-25 08:59:38.958]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1902% vs required 0.3000%
[2026-02-25 08:59:38.958]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:59:39.212]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:39.212]	[main.py - <module>():91]		SOLUSDT — price=82.1900, 24h_high=82.9900, atr=0.215730
[2026-02-25 08:59:39.213]	[logic.py - should_long_dca():181]		[DCA] drop=0.96% level=0 (was 0) -> no new level
[2026-02-25 08:59:39.213]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:59:49.218]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:59:49.708]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:49.710]	[main.py - <module>():91]		BTCUSDT — price=65028.3000, 24h_high=66310.0000, atr=106.503255
[2026-02-25 08:59:49.710]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 08:59:49.711]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:59:50.198]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:50.200]	[main.py - <module>():91]		ETHUSDT — price=1893.3100, 24h_high=1944.8600, atr=3.601969
[2026-02-25 08:59:50.200]	[logic.py - should_long_dca():181]		[DCA] drop=2.65% level=1 (was 0) -> NEW LEVEL spend=$2.65
[2026-02-25 08:59:50.200]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1902% vs required 0.3000%
[2026-02-25 08:59:50.201]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:59:50.456]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:59:50.461]	[main.py - <module>():91]		SOLUSDT — price=82.1900, 24h_high=82.9900, atr=0.215730
[2026-02-25 08:59:50.462]	[logic.py - should_long_dca():181]		[DCA] drop=0.96% level=0 (was 0) -> no new level
[2026-02-25 08:59:50.463]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:00:00.466]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:00:01.056]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:01.058]	[main.py - <module>():91]		BTCUSDT — price=65028.3000, 24h_high=66310.0000, atr=98.896594
[2026-02-25 09:00:01.058]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 09:00:01.059]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:00:02.636]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:02.638]	[main.py - <module>():91]		ETHUSDT — price=1893.3100, 24h_high=1944.8600, atr=3.345399
[2026-02-25 09:00:02.638]	[logic.py - should_long_dca():181]		[DCA] drop=2.65% level=1 (was 0) -> NEW LEVEL spend=$2.65
[2026-02-25 09:00:02.638]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1767% vs required 0.3000%
[2026-02-25 09:00:02.639]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:00:03.542]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:03.543]	[main.py - <module>():91]		SOLUSDT — price=82.2000, 24h_high=82.9900, atr=0.201749
[2026-02-25 09:00:03.543]	[logic.py - should_long_dca():181]		[DCA] drop=0.95% level=0 (was 0) -> no new level
[2026-02-25 09:00:03.543]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:00:13.545]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:00:13.837]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:13.839]	[main.py - <module>():91]		BTCUSDT — price=65033.4900, 24h_high=66310.0000, atr=99.266594
[2026-02-25 09:00:13.839]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 09:00:13.840]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:00:14.104]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:14.106]	[main.py - <module>():91]		ETHUSDT — price=1893.1400, 24h_high=1944.8600, atr=3.370399
[2026-02-25 09:00:14.107]	[logic.py - should_long_dca():181]		[DCA] drop=2.66% level=1 (was 0) -> NEW LEVEL spend=$2.66
[2026-02-25 09:00:14.107]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1780% vs required 0.3000%
[2026-02-25 09:00:14.107]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:00:14.369]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:14.370]	[main.py - <module>():91]		SOLUSDT — price=82.2000, 24h_high=82.9900, atr=0.202464
[2026-02-25 09:00:14.371]	[logic.py - should_long_dca():181]		[DCA] drop=0.95% level=0 (was 0) -> no new level
[2026-02-25 09:00:14.371]	[main.py - <module>():143]		── Sleeping 10s ──
