
[2026-02-25 09:00:24.376]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:00:24.646]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:24.648]	[main.py - <module>():91]		BTCUSDT — price=65064.9300, 24h_high=66310.0000, atr=101.512308
[2026-02-25 09:00:24.648]	[logic.py - should_long_dca():181]		[DCA] drop=1.88% level=0 (was 0) -> no new level
[2026-02-25 09:00:24.648]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:00:24.917]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:24.920]	[main.py - <module>():91]		ETHUSDT — price=1893.9900, 24h_high=1944.8600, atr=3.418257
[2026-02-25 09:00:24.920]	[logic.py - should_long_dca():181]		[DCA] drop=2.62% level=1 (was 0) -> NEW LEVEL spend=$2.62
[2026-02-25 09:00:24.920]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1805% vs required 0.3000%
[2026-02-25 09:00:24.921]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:00:25.195]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:25.197]	[main.py - <module>():91]		SOLUSDT — price=82.2200, 24h_high=82.9900, atr=0.203178
[2026-02-25 09:00:25.197]	[logic.py - should_long_dca():181]		[DCA] drop=0.93% level=0 (was 0) -> no new level
[2026-02-25 09:00:25.197]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:00:35.203]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:00:35.529]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:35.531]	[main.py - <module>():91]		BTCUSDT — price=65030.8800, 24h_high=66310.0000, atr=101.512308
[2026-02-25 09:00:35.531]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 09:00:35.532]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:00:35.828]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:35.830]	[main.py - <module>():91]		ETHUSDT — price=1893.2300, 24h_high=1944.8600, atr=3.422542
[2026-02-25 09:00:35.830]	[logic.py - should_long_dca():181]		[DCA] drop=2.65% level=1 (was 0) -> NEW LEVEL spend=$2.65
[2026-02-25 09:00:35.831]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1808% vs required 0.3000%
[2026-02-25 09:00:35.831]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:00:36.097]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:36.097]	[main.py - <module>():91]		SOLUSDT — price=82.1800, 24h_high=82.9900, atr=0.203892
[2026-02-25 09:00:36.097]	[logic.py - should_long_dca():181]		[DCA] drop=0.98% level=0 (was 0) -> no new level
[2026-02-25 09:00:36.098]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:00:46.103]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:00:46.383]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:46.384]	[main.py - <module>():91]		BTCUSDT — price=65033.6900, 24h_high=66310.0000, atr=101.512308
[2026-02-25 09:00:46.384]	[logic.py - should_long_dca():181]		[DCA] drop=1.92% level=0 (was 0) -> no new level
[2026-02-25 09:00:46.384]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:00:46.644]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:46.646]	[main.py - <module>():91]		ETHUSDT — price=1893.2400, 24h_high=1944.8600, atr=3.422542
[2026-02-25 09:00:46.646]	[logic.py - should_long_dca():181]		[DCA] drop=2.65% level=1 (was 0) -> NEW LEVEL spend=$2.65
[2026-02-25 09:00:46.647]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1808% vs required 0.3000%
[2026-02-25 09:00:46.647]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:00:46.898]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:46.898]	[main.py - <module>():91]		SOLUSDT — price=82.1900, 24h_high=82.9900, atr=0.203892
[2026-02-25 09:00:46.899]	[logic.py - should_long_dca():181]		[DCA] drop=0.96% level=0 (was 0) -> no new level
[2026-02-25 09:00:46.899]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:00:56.905]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:00:57.195]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:57.196]	[main.py - <module>():91]		BTCUSDT — price=65039.7300, 24h_high=66310.0000, atr=101.512308
[2026-02-25 09:00:57.197]	[logic.py - should_long_dca():181]		[DCA] drop=1.92% level=0 (was 0) -> no new level
[2026-02-25 09:00:57.197]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:00:57.556]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:57.557]	[main.py - <module>():91]		ETHUSDT — price=1893.4400, 24h_high=1944.8600, atr=3.422542
[2026-02-25 09:00:57.558]	[logic.py - should_long_dca():181]		[DCA] drop=2.64% level=1 (was 0) -> NEW LEVEL spend=$2.64
[2026-02-25 09:00:57.558]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1808% vs required 0.3000%
[2026-02-25 09:00:57.558]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:00:57.827]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:00:57.828]	[main.py - <module>():91]		SOLUSDT — price=82.1900, 24h_high=82.9900, atr=0.203892
[2026-02-25 09:00:57.828]	[logic.py - should_long_dca():181]		[DCA] drop=0.96% level=0 (was 0) -> no new level
[2026-02-25 09:00:57.829]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:01:07.835]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:01:08.118]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:08.120]	[main.py - <module>():91]		BTCUSDT — price=65048.5600, 24h_high=66310.0000, atr=101.512308
[2026-02-25 09:01:08.120]	[logic.py - should_long_dca():181]		[DCA] drop=1.90% level=0 (was 0) -> no new level
[2026-02-25 09:01:08.121]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:01:08.386]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:08.388]	[main.py - <module>():91]		ETHUSDT — price=1893.7600, 24h_high=1944.8600, atr=3.422542
[2026-02-25 09:01:08.388]	[logic.py - should_long_dca():181]		[DCA] drop=2.63% level=1 (was 0) -> NEW LEVEL spend=$2.63
[2026-02-25 09:01:08.388]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1807% vs required 0.3000%
[2026-02-25 09:01:08.389]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:01:08.652]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:08.653]	[main.py - <module>():91]		SOLUSDT — price=82.1800, 24h_high=82.9900, atr=0.204606
[2026-02-25 09:01:08.653]	[logic.py - should_long_dca():181]		[DCA] drop=0.98% level=0 (was 0) -> no new level
[2026-02-25 09:01:08.653]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:01:18.659]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:01:18.928]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:18.930]	[main.py - <module>():91]		BTCUSDT — price=65013.0400, 24h_high=66310.0000, atr=102.603023
[2026-02-25 09:01:18.931]	[logic.py - should_long_dca():181]		[DCA] drop=1.96% level=0 (was 0) -> no new level
[2026-02-25 09:01:18.931]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:01:19.427]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:19.427]	[main.py - <module>():91]		ETHUSDT — price=1892.9800, 24h_high=1944.8600, atr=3.422542
[2026-02-25 09:01:19.428]	[logic.py - should_long_dca():181]		[DCA] drop=2.67% level=1 (was 0) -> NEW LEVEL spend=$2.67
[2026-02-25 09:01:19.428]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1808% vs required 0.3000%
[2026-02-25 09:01:19.428]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:01:19.698]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:19.699]	[main.py - <module>():91]		SOLUSDT — price=82.1500, 24h_high=82.9900, atr=0.206035
[2026-02-25 09:01:19.699]	[logic.py - should_long_dca():181]		[DCA] drop=1.01% level=0 (was 0) -> no new level
[2026-02-25 09:01:19.699]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:01:29.705]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:01:30.056]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:30.057]	[main.py - <module>():91]		BTCUSDT — price=65015.2600, 24h_high=66310.0000, atr=102.603023
[2026-02-25 09:01:30.057]	[logic.py - should_long_dca():181]		[DCA] drop=1.95% level=0 (was 0) -> no new level
[2026-02-25 09:01:30.058]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:01:30.335]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:30.336]	[main.py - <module>():91]		ETHUSDT — price=1892.7300, 24h_high=1944.8600, atr=3.438971
[2026-02-25 09:01:30.337]	[logic.py - should_long_dca():181]		[DCA] drop=2.68% level=1 (was 0) -> NEW LEVEL spend=$2.68
[2026-02-25 09:01:30.337]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1817% vs required 0.3000%
[2026-02-25 09:01:30.337]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:01:30.591]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:30.591]	[main.py - <module>():91]		SOLUSDT — price=82.1200, 24h_high=82.9900, atr=0.208178
[2026-02-25 09:01:30.591]	[logic.py - should_long_dca():181]		[DCA] drop=1.05% level=0 (was 0) -> no new level
[2026-02-25 09:01:30.591]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:01:40.597]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:01:40.866]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:40.868]	[main.py - <module>():91]		BTCUSDT — price=65020.1400, 24h_high=66310.0000, atr=102.603023
[2026-02-25 09:01:40.868]	[logic.py - should_long_dca():181]		[DCA] drop=1.95% level=0 (was 0) -> no new level
[2026-02-25 09:01:40.868]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:01:41.133]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:41.133]	[main.py - <module>():91]		ETHUSDT — price=1893.0300, 24h_high=1944.8600, atr=3.438971
[2026-02-25 09:01:41.133]	[logic.py - should_long_dca():181]		[DCA] drop=2.66% level=1 (was 0) -> NEW LEVEL spend=$2.66
[2026-02-25 09:01:41.134]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1817% vs required 0.3000%
[2026-02-25 09:01:41.134]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:01:41.403]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:41.404]	[main.py - <module>():91]		SOLUSDT — price=82.1600, 24h_high=82.9900, atr=0.208178
[2026-02-25 09:01:41.404]	[logic.py - should_long_dca():181]		[DCA] drop=1.00% level=0 (was 0) -> no new level
[2026-02-25 09:01:41.404]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:01:51.410]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:01:51.684]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:51.686]	[main.py - <module>():91]		BTCUSDT — price=65021.5500, 24h_high=66310.0000, atr=102.603023
[2026-02-25 09:01:51.687]	[logic.py - should_long_dca():181]		[DCA] drop=1.94% level=0 (was 0) -> no new level
[2026-02-25 09:01:51.687]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:01:51.968]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:51.969]	[main.py - <module>():91]		ETHUSDT — price=1892.9900, 24h_high=1944.8600, atr=3.438971
[2026-02-25 09:01:51.970]	[logic.py - should_long_dca():181]		[DCA] drop=2.67% level=1 (was 0) -> NEW LEVEL spend=$2.67
[2026-02-25 09:01:51.970]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1817% vs required 0.3000%
[2026-02-25 09:01:51.970]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:01:52.225]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:01:52.226]	[main.py - <module>():91]		SOLUSDT — price=82.1600, 24h_high=82.9900, atr=0.208178
[2026-02-25 09:01:52.226]	[logic.py - should_long_dca():181]		[DCA] drop=1.00% level=0 (was 0) -> no new level
[2026-02-25 09:01:52.226]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:02:02.229]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:02:02.482]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:02:02.482]	[main.py - <module>():91]		BTCUSDT — price=65020.3100, 24h_high=66310.0000, atr=102.603023
[2026-02-25 09:02:02.483]	[logic.py - should_long_dca():181]		[DCA] drop=1.94% level=0 (was 0) -> no new level
[2026-02-25 09:02:02.483]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:02:02.735]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:02:02.736]	[main.py - <module>():91]		ETHUSDT — price=1892.9200, 24h_high=1944.8600, atr=3.438971
[2026-02-25 09:02:02.737]	[logic.py - should_long_dca():181]		[DCA] drop=2.67% level=1 (was 0) -> NEW LEVEL spend=$2.67
[2026-02-25 09:02:02.737]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1817% vs required 0.3000%
[2026-02-25 09:02:02.737]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:02:02.995]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:02:02.996]	[main.py - <module>():91]		SOLUSDT — price=82.1400, 24h_high=82.9900, atr=0.208178
[2026-02-25 09:02:02.997]	[logic.py - should_long_dca():181]		[DCA] drop=1.02% level=0 (was 0) -> no new level
[2026-02-25 09:02:02.997]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:02:13.003]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:02:13.314]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:02:13.315]	[main.py - <module>():91]		BTCUSDT — price=65011.5200, 24h_high=66310.0000, atr=103.010166
[2026-02-25 09:02:13.316]	[logic.py - should_long_dca():181]		[DCA] drop=1.96% level=0 (was 0) -> no new level
[2026-02-25 09:02:13.316]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:02:13.569]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:02:13.570]	[main.py - <module>():91]		ETHUSDT — price=1892.4600, 24h_high=1944.8600, atr=3.459685
[2026-02-25 09:02:13.570]	[logic.py - should_long_dca():181]		[DCA] drop=2.69% level=1 (was 0) -> NEW LEVEL spend=$2.69
[2026-02-25 09:02:13.570]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1828% vs required 0.3000%
[2026-02-25 09:02:13.570]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:02:13.826]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:02:13.827]	[main.py - <module>():91]		SOLUSDT — price=82.1300, 24h_high=82.9900, atr=0.208178
[2026-02-25 09:02:13.828]	[logic.py - should_long_dca():181]		[DCA] drop=1.04% level=0 (was 0) -> no new level
[2026-02-25 09:02:13.828]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:02:23.833]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:02:24.206]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:02:24.208]	[main.py - <module>():91]		BTCUSDT — price=64994.0500, 24h_high=66310.0000, atr=103.978023
[2026-02-25 09:02:24.209]	[logic.py - should_long_dca():181]		[DCA] drop=1.98% level=0 (was 0) -> no new level
[2026-02-25 09:02:24.209]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 09:02:24.482]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:02:24.484]	[main.py - <module>():91]		ETHUSDT — price=1892.1500, 24h_high=1944.8600, atr=3.480399
[2026-02-25 09:02:24.484]	[logic.py - should_long_dca():181]		[DCA] drop=2.71% level=1 (was 0) -> NEW LEVEL spend=$2.71
[2026-02-25 09:02:24.485]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1839% vs required 0.3000%
[2026-02-25 09:02:24.485]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 09:02:24.755]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:02:24.757]	[main.py - <module>():91]		SOLUSDT — price=82.0900, 24h_high=82.9900, atr=0.210321
[2026-02-25 09:02:24.757]	[logic.py - should_long_dca():181]		[DCA] drop=1.08% level=0 (was 0) -> no new level
[2026-02-25 09:02:24.758]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 09:02:34.763]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 09:02:35.046]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 09:02:35.048]	[main.py - <module>():91]		BTCUSDT — price=64975.0500, 24h_high=66310.0000, atr=105.520166
